skill_id,skill_content,skill_title,skill_description,agents,services,actions
165,Code to do the task..,MyPlace Client Bulk Request,Processing bulk requests for MyPlace Client installation or configuration on multiple computers.,ITSM Agent,MyPlace Client,Create
166,Code to do the task..,New Hana Database,Creating a new Hana database instance for data management and analytics.,DB Agent,Hana database,Create
167,Code to do the task..,New Linux Virtual Server VCN Only [FastTrack],Provisioning a new Linux virtual server in a Virtual Cloud Network (VCN) environment using FastTrack methodology.,CloudOps Agent,"Virtual Server, VCN",Create
168,Code to do the task..,New Non-Standard Computer Hardware,"Expertise in designing, implementing, and managing non-standard computer hardware solutions that deviate from traditional computing architectures. This includes custom-built systems, specialized hardware for specific applications, and innovative hardware solutions that enhance performance and efficiency.",Hardware Specialist,computer hardware,Design|Implement|Manage
169,Code to do the task..,New VCOM node [FastTrack],Creating a new VCOM node named FastTrack for enhanced communication and data management.,Network Agent,VCOM node,Create
170,Code to do the task..,Remove LDAP Directory,This skill involves the removal of a specific LDAP directory associated with a particular application.,ITSM Agent,LDAP Directory,Delete
171,Code to do the task..,Remove WSS Proxy,This skill involves the removal of a Web Security Service (WSS) proxy from the network configuration.,Network Agent,WSS Proxy,Delete
172,Code to do the task..,Remove AH JAVA JBOSS Dedicated [FastTrack],"This action involves the removal of the AH JAVA JBOSS Dedicated service, which is part of the FastTrack program.",DB Agent,AH JAVA JBOSS Dedicated,Delete
173,Code to do the task..,Remove AH JAVA WAS Dedicated [FastTrack],"This action involves the removal of the AH JAVA WAS Dedicated service, which is part of the FastTrack program.",DB Agent,AH JAVA WAS Dedicated,Delete
174,Code to do the task..,Remove Database Hotel - PostgreSQL [FastTrack],This skill involves the removal of a PostgreSQL database named 'Hotel' as part of the FastTrack process.,DB Agent,PostgreSQL,Delete
175,Code to do the task..,Remove Federation,This skill involves the process of removing federation settings or configurations from a system or application.,ITSM Agent,federation,Delete
176,Code to do the task..,Remove Storage Alias,This skill involves the removal of a storage alias named FastTrack from the system.,DB Agent,storage,Delete
177,Code to do the task..,Resource request BI Platform,Requesting resources for Business Intelligence platform to enhance data analysis and reporting capabilities.,CloudOps Agent,BI Platform,Request
178,Code to do the task..,Set up IP telephony solution on new site (FT),Implementing an IP telephony system for a new site to enable voice communication over the internet.,Network Agent,IP telephony system,Create
179,Code to do the task..,Set up mobile telephony solution on new site (PT),"Implementing a mobile telephony solution for a new site, ensuring connectivity and communication capabilities.",Network Agent,mobile telephony,Create
180,Code to do the task..,Set up new email domain,"Configuring a new email domain for an organization, including DNS settings and email server configuration.",ITSM Agent,email,Create
181,Code to do the task..,SWS Instance,Management and configuration of SWS (Software as a Service) instances for various applications and services.,CloudOps Agent,SWS Instance,Create|Delete|Start|Stop|Restart
182,Code to do the task..,WAN Simulation & Network Analysis [FastTrack],"This skill involves simulating Wide Area Networks (WAN) to analyze performance, reliability, and efficiency. It includes the use of various tools and techniques to model network behavior under different conditions and workloads.",Network Agent,WAN,Simulate|Analyze
183,Code to do the task..,Add Client to Affiliate Printing Service,"This skill involves adding a new client to the affiliate printing service system, ensuring that all necessary information is captured and the client is properly integrated into the service.",ITSM Agent,Affiliate Printing Service,Add
184,Code to do the task..,Add Storage Disk Space,"This skill involves increasing the available disk space on a storage system, ensuring that applications and services have the necessary resources to operate efficiently.",DB Agent,storage,Add
185,Code to do the task..,Additional Mobile Coverage,Enhancing mobile network coverage in specific areas to improve connectivity and service quality for users.,Network Agent,mobile network,Add|Create
186,Code to do the task..,Analog Connection (FT),"Understanding and managing analog connections, specifically focusing on FT (Frequency Transmission) systems.",Network Agent,analog connection,Create|Manage|Monitor
187,Code to do the task..,Application Server Instance CICS,Manage and configure CICS (Customer Information Control System) application server instances for transaction processing and application management.,DB Agent,CICS application server,Create|Delete|Start|Stop|Restart
188,Code to do the task..,Application Server Instance CICS,Manage and configure CICS application server instances for transaction processing and application management.,DB Agent,CICS application server,Create|Delete|Start|Stop|Restart
189,Code to do the task..,Application Server Instance IMS,"Management and configuration of Application Server Instances, specifically for IMS (Information Management System). This includes deployment, monitoring, and optimization of application server performance.",DB Agent,Application Server,Create|Delete|Start|Stop|Restart
190,Code to do the task..,BI Core Backend,"Backend development for Business Intelligence (BI) applications, focusing on data processing, integration, and analytics.",DB Agent,database,Create|Delete|Update
191,Code to do the task..,Change Removal of a Complete Site,"This skill involves the complete removal of a site, including all associated resources and configurations.",ITSM Agent,site,Delete
192,Code to do the task..,AD Network Policy Server Management,"Manage the creation, modification, and removal of Active Directory Network Policy Servers.",Network Agent,AD Network Policy Server,Create|Change|Remove
193,Code to do the task..,SSL Certificate Management,"Manage the lifecycle of SSL internal certificates including creation, renewal, and revocation.",ITSM Agent,SSL Certificates,Create|Renew|Revoke
194,Code to do the task..,Data Archiving,The process of moving data that is no longer actively used to a separate storage for long-term retention. This helps in managing data growth and ensuring that important information is preserved while optimizing performance.,DB Agent,database,Archive
195,Code to do the task..,Executive Management Support,"Providing strategic guidance and support to executive management in decision-making processes, organizational planning, and operational efficiency.",Business Consultant,Management Consulting,Provide|Support|Advise
196,Code to do the task..,Executive Management Support,Managing user access and permissions for executive management systems.,ITSM Agent,user management system,Add|Delete
197,Code to do the task..,File Archiving,"The process of moving files to a storage system for long-term retention and management, ensuring that they are preserved and can be retrieved when needed.",DB Agent,file storage,Archive|Retrieve
198,Code to do the task..,Infrastructure Architecture Design,"Designing the framework and structure of IT infrastructure to support business operations, ensuring scalability, reliability, and security.",CloudOps Agent,infrastructure,Design
199,Code to do the task..,IP Contact Center - Standard (Call Center),"A standard IP contact center solution that facilitates communication and customer service through voice calls, integrating various telephony and customer relationship management tools.",ITSM Agent,call center,Create
200,Code to do the task..,Mainframe MIPS VSE,"Expertise in managing and operating Mainframe systems, specifically focusing on MIPS (Million Instructions Per Second) performance metrics and VSE (Virtual Storage Extended) environments.",DB Agent,mainframe,Monitor|Optimize|Manage
201,Code to do the task..,Modify Local Server Disk,"This skill involves modifying the disk configuration of a local server, which may include resizing, formatting, or changing disk partitions.",DB Agent,local server disk,Modify
202,Code to do the task..,Netezza Platform Service,"Netezza Platform Service is a data warehouse appliance that provides high-performance analytics and data processing capabilities. It is designed to handle large volumes of data and complex queries efficiently, making it suitable for business intelligence and data warehousing applications.",DB Agent,data warehouse,Add|Delete|Create|Start|Stop|Restart
203,Code to do the task..,New Application Storage [FastTrack],"Implementation and management of a new application storage solution named FastTrack, focusing on optimizing data storage and retrieval processes.",DB Agent,application storage,Create|Manage
204,Code to do the task..,New Local Server Disk [FastTrack],Setting up a new local server disk for enhanced performance and storage capacity using FastTrack technology.,DB Agent,local server disk,Add|Create
205,Code to do the task..,New Object Storage [FastTrack],"Implementation and management of a new object storage solution using FastTrack technology, focusing on scalability, performance, and data accessibility.",CloudOps Agent,object storage,Create|Manage
206,Code to do the task..,PDN Premium,A premium service offering enhanced features and support for users of the PDN platform.,CloudOps Agent,PDN platform,Add|Create|Manage
207,Code to do the task..,Production Handover Review,"A comprehensive review process to ensure that all aspects of production systems are ready for handover, including documentation, operational procedures, and support mechanisms.",ITSM Agent,production systems,Review
208,Code to do the task..,Removal of a Complete Site,"This skill involves the complete removal of a website or web application, including all associated data, files, and configurations.",CloudOps Agent,website,Delete
209,Code to do the task..,Remove Fileshare [FastTrack],This skill involves the removal of a fileshare named FastTrack from the system.,DB Agent,fileshare,Delete
210,Code to do the task..,Reporting Services Folder Hotel,Management and organization of reporting services folders in Microsoft SQL Server for efficient report storage and retrieval.,DB Agent,MSSQL Reporting Services,Create|Delete|Manage
211,Code to do the task..,SAP Business Objects platform service,"Management and administration of the SAP Business Objects platform, including report creation, data visualization, and business intelligence solutions.",ITSM Agent,SAP Business Objects,Create|Manage|Delete
212,Code to do the task..,Storage Special Requests,"Handling special requests related to storage solutions, including custom configurations, unique storage needs, and specific client requirements.",DB Agent,storage solutions,Add|Create|Modify|Delete
213,Code to do the task..,Add MyPlace Shortcut [FastTrack],"This skill involves creating a shortcut for the MyPlace application using the FastTrack method, which streamlines the process for quick access.",ITSM Agent,MyPlace application,Add
214,Code to do the task..,Analog Connection (PT),"Understanding and managing analog connections, specifically in the context of PT (Potential Transformer) applications.",Network Agent,"analog connections, potential transformers",Create|Manage|Monitor
215,Code to do the task..,Application Health Control & Tuning Report,"A comprehensive report that assesses the health of applications, identifies performance bottlenecks, and provides recommendations for tuning and optimization.",DB Agent,application,Create|Update|Delete
216,Code to do the task..,Centralized Logging Service-Shared Elastic & Logstash Cluster,Terminate the shared Elastic and Logstash cluster for centralized logging services.,CloudOps Agent,Elastic & Logstash Cluster,Terminate
217,Code to do the task..,Client Copy,"Creating and managing client-specific copies of data or applications for testing, development, or backup purposes.",DB Agent,database,Create|Manage
218,Code to do the task..,Contact Center Run-Time Option,"Managing and optimizing the run-time options for contact center operations, including call routing, agent availability, and performance monitoring.",ITSM Agent,contact center,Manage|Optimize
219,Code to do the task..,Active Directory Domain Management,"Manage the creation, modification, and removal of Active Directory domains.",ITSM Agent,Active Directory,Create|Change|Remove
220,Code to do the task..,Create / change / remove directory attributes FactoryPlace; new TaskStation Group [FastTrack],"This skill involves managing directory attributes for the FactoryPlace, including creating, changing, and removing attributes, as well as managing a new TaskStation group named FastTrack.",ITSM Agent,directory,Create|Change|Remove
221,Code to do the task..,Create/Change/Remove SSO Application,"Manage Single Sign-On (SSO) applications by creating new ones, modifying existing configurations, or removing them as needed.",ITSM Agent,SSO application,Create|Change|Remove
222,Code to do the task..,EntireX Instance,Management and configuration of EntireX instances for integration and communication between different systems.,CloudOps Agent,EntireX,Create|Delete|Start|Stop|Restart
223,Code to do the task..,Extra Support for specific period (Outside Office Hours),Providing additional support services during non-standard working hours to ensure continuous operation and assistance for clients or systems.,ITSM Agent,support services,Add
224,Code to do the task..,FactoryPlace Versatile Client,"A versatile client application designed for managing and interacting with factory operations, providing tools for monitoring, control, and optimization of manufacturing processes.",ITSM Agent,factory operations,Manage|Monitor|Control|Optimize
225,Code to do the task..,Change TaskStation Group,Modifying the existing TaskStation Group in the FactoryPlace environment.,ITSM Agent,TaskStation Group,Change
226,Code to do the task..,FactoryPlace Site Access,"Manage and control access to factory premises, ensuring security and compliance with safety regulations.",ITSM Agent,site access control,Add|Delete|Create|Update
227,Code to do the task..,FMP Move,Moving the FOLLOW ME PRINT (FMP) configuration from one multifunction printer to another to ensure seamless printing services.,ITSM Agent,multifunction printer,Move
228,Code to do the task..,FMP Removal,Removing the Follow Me Print service from the network.,ITSM Agent,Follow Me Print,Delete
229,Code to do the task..,GimR Instances,Management and orchestration of GimR instances for efficient resource utilization and performance optimization.,CloudOps Agent,GimR instances,Create|Delete|Start|Stop|Restart
230,Code to do the task..,HPC Cluster,High-Performance Computing (HPC) clusters are used to perform complex computations and simulations at high speeds by utilizing multiple interconnected computers (nodes) that work together as a single system.,CloudOps Agent,HPC Cluster,Create|Manage|Monitor
231,Code to do the task..,HPC Stand-alone,"High Performance Computing (HPC) in a stand-alone configuration, focusing on maximizing computational power and efficiency without reliance on distributed systems.",CloudOps Agent,HPC systems,Create|Manage|Optimize
232,Code to do the task..,IP Contact Center - Premium,A premium solution for managing customer interactions through various communication channels in a contact center environment.,ITSM Agent,Contact Center,Create|Manage|Optimize
233,Code to do the task..,Modify AH JAVA JBOSS Shared [FastTrack],Modifying the AH JAVA JBOSS Shared environment for improved performance and functionality.,CloudOps Agent,JBoss,Modify
234,Code to do the task..,Modify AH JAVA WAS Dedicated [FastTrack],"Modifying the configuration and settings of the AH JAVA WebSphere Application Server (WAS) in a dedicated environment, specifically for FastTrack deployments.",DB Agent,WebSphere Application Server,Modify
235,Code to do the task..,MPS Right-Sizing,Optimizing the Managed Print Services (MPS) for a specific building or site to ensure efficient use of resources and cost-effectiveness.,CloudOps Agent,Managed Print Services,Optimize
236,Code to do the task..,MPS Special Report,"A comprehensive analysis and report on Managed Print Services (MPS), covering trends, challenges, and opportunities in the industry.",ITSM Agent,print management,Create
237,Code to do the task..,MPS Standard Service Removal,This skill involves the removal of MPS (Managed Print Services) standard services from a system or network.,ITSM Agent,MPS standard services,Delete
238,Code to do the task..,New FTP File Exchange [FastTrack],"A service that facilitates the transfer of files over the File Transfer Protocol (FTP) in a fast and efficient manner, ensuring secure and reliable file exchanges between systems.",Network Agent,FTP,Create|Delete|Start|Stop
239,Code to do the task..,Power BI Gateway Connection,Establishing and managing connections between Power BI and various data sources through the Power BI Gateway.,CloudOps Agent,Power BI Gateway,Create|Manage|Configure
240,Code to do the task..,Remove AH JAVA JBOSS Shared [FastTrack],This action involves the removal of the AH JAVA JBOSS Shared service from the system.,DB Agent,AH JAVA JBOSS Shared,Delete
241,Code to do the task..,Remove Egress Router [FastTrack],"This skill involves the removal of an Egress Router in the FastTrack system, ensuring that all configurations and dependencies are properly handled during the deletion process.",Network Agent,Egress Router,Delete
242,Code to do the task..,Remove Local Server Disk,This skill involves the removal of a local server disk in a FastTrack environment.,DB Agent,local server disk,Delete
243,Code to do the task..,Remove Object Storage [FastTrack],This skill involves the removal of Object Storage services in the FastTrack environment.,CloudOps Agent,Object Storage,Delete
244,Code to do the task..,Teamplace/Mysite Content Move or Copy,"This skill involves the ability to move or copy content between Teamplace and Mysite platforms, ensuring data integrity and proper organization during the transfer process.",CloudOps Agent,Teamplace|Mysite,Move|Copy
245,Code to do the task..,TeamPlace/MySite Site Deletion,Deleting a TeamPlace/MySite site based on user request.,ITSM Agent,TeamPlace/MySite,Delete
246,Code to do the task..,Telephony Branch Survivability,"The ability of a telephony system to maintain communication services during network outages or failures, ensuring that branch offices can continue to operate independently.",Network Agent,telephony system,Maintain|Support
247,Code to do the task..,Translation of updates in Mysupport articles,This skill involves translating updates and changes made to articles in the Mysupport knowledge base to ensure that all users have access to the most current information in their preferred language.,ITSM Agent,Mysupport articles,Translate
248,Code to do the task..,XREF Instances Management,Managing and overseeing XREF instances for data cross-referencing and integration purposes.,DB Agent,XREF instances,Create|Delete|Manage
